station_year,group_id,station_code,year,date,macro_path,micro_path,label,target
02.03_2014,3,2.03,2014,2014-09-20,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\1X\02_03-2014_09_20-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\10X\02_03-2014_09_20-10_00-K1-10X.jpeg,Dormancy,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.03_2014,3,2.03,2014,2014-09-21,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\1X\02_03-2014_09_21-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\10X\02_03-2014_09_21-10_00-K1-10X.jpeg,Dormancy,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.03_2014,3,2.03,2014,2014-09-22,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\1X\02_03-2014_09_22-10_20-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\10X\02_03-2014_09_22-10_20-K1-10X.jpeg,Dormancy,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.03_2014,3,2.03,2014,2014-09-23,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\1X\02_03-2014_09_23-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\10X\02_03-2014_09_23-10_00-K1-10X.jpeg,Dormancy,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.03_2014,3,2.03,2014,2014-09-24,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\1X\02_03-2014_09_24-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\10X\02_03-2014_09_24-10_00-K1-10X.jpeg,Dormancy,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.03_2014,3,2.03,2014,2014-09-25,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\1X\02_03-2014_09_25-10_06-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\10X\02_03-2014_09_25-10_06-K1-10X.jpeg,Dormancy,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.03_2014,3,2.03,2014,2014-10-06,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\1X\02_03-2014_10_06-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\10X\02_03-2014_10_06-10_00-K1-10X.jpeg,Dormancy,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.03_2014,3,2.03,2014,2014-10-07,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\1X\02_03-2014_10_07-10_40-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\10X\02_03-2014_10_07-10_40-K1-10X.jpeg,Dormancy,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.03_2014,3,2.03,2014,2014-10-18,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\1X\02_03-2014_10_18-10_42-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\10X\02_03-2014_10_18-10_42-K1-10X.jpeg,Dormancy,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.03_2014,3,2.03,2014,2014-10-19,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\1X\02_03-2014_10_19-10_10-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\10X\02_03-2014_10_19-10_10-K1-10X.jpeg,Dormancy,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.03_2014,3,2.03,2014,2014-10-20,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\1X\02_03-2014_10_20-09_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\10X\02_03-2014_10_20-09_00-K1-10X.jpeg,Dormancy,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.03_2014,3,2.03,2014,2014-10-21,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\1X\02_03-2014_10_21-10_04-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\10X\02_03-2014_10_21-10_04-K1-10X.jpeg,Dormancy,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.03_2014,3,2.03,2014,2014-10-22,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\1X\02_03-2014_10_22-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\10X\02_03-2014_10_22-10_00-K1-10X.jpeg,Dormancy,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.03_2014,3,2.03,2014,2014-10-23,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\1X\02_03-2014_10_23-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\10X\02_03-2014_10_23-10_00-K1-10X.jpeg,Dormancy,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.03_2014,3,2.03,2014,2014-10-24,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\1X\02_03-2014_10_24-10_07-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\10X\02_03-2014_10_24-10_07-K1-10X.jpeg,Dormancy,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.03_2014,3,2.03,2014,2014-10-25,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\1X\02_03-2014_10_25-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\10X\02_03-2014_10_25-10_00-K1-10X.jpeg,Dormancy,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.03_2014,3,2.03,2014,2014-10-26,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\1X\02_03-2014_10_26-09_30-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\10X\02_03-2014_10_26-09_30-K1-10X.jpeg,Dormancy,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.03_2014,3,2.03,2014,2014-10-27,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\1X\02_03-2014_10_27-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\10X\02_03-2014_10_27-10_00-K1-10X.jpeg,Dormancy,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.03_2014,3,2.03,2014,2014-10-28,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\1X\02_03-2014_10_28-08_30-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\10X\02_03-2014_10_28-08_30-K1-10X.jpeg,Dormancy,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.03_2014,3,2.03,2014,2014-10-29,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\1X\02_03-2014_10_29-10_25-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\10X\02_03-2014_10_29-10_25-K1-10X.jpeg,Dormancy,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.03_2014,3,2.03,2014,2014-10-30,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\1X\02_03-2014_10_30-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\10X\02_03-2014_10_30-10_00-K1-10X.jpeg,Dormancy,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.03_2014,3,2.03,2014,2014-10-31,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\1X\02_03-2014_10_31-09_30-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\10X\02_03-2014_10_31-09_30-K1-10X.jpeg,Dormancy,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.03_2014,3,2.03,2014,2014-11-01,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\1X\02_03-2014_11_01-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\10X\02_03-2014_11_01-10_00-K1-10X.jpeg,Dormancy,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.03_2014,3,2.03,2014,2014-11-02,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\1X\02_03-2014_11_02-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\10X\02_03-2014_11_02-10_00-K1-10X.jpeg,Dormancy,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.03_2014,3,2.03,2014,2014-11-03,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\1X\02_03-2014_11_03-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\10X\02_03-2014_11_03-10_00-K1-10X.jpeg,Dormancy,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.03_2014,3,2.03,2014,2014-11-04,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\1X\02_03-2014_11_04-10_43-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\10X\02_03-2014_11_04-10_43-K1-10X.jpeg,Dormancy,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.03_2014,3,2.03,2014,2014-11-05,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\1X\02_03-2014_11_05-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\10X\02_03-2014_11_05-10_00-K1-10X.jpeg,Dormancy,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.03_2014,3,2.03,2014,2014-11-06,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\1X\02_03-2014_11_06-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\10X\02_03-2014_11_06-10_00-K1-10X.jpeg,Dormancy,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.03_2014,3,2.03,2014,2014-11-07,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\1X\02_03-2014_11_07-10_02-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\10X\02_03-2014_11_07-10_01-K1-10X.jpeg,Dormancy,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.03_2014,3,2.03,2014,2014-11-08,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\1X\02_03-2014_11_08-09_30-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\10X\02_03-2014_11_08-09_30-K1-10X.jpeg,Dormancy,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.03_2014,3,2.03,2014,2014-11-09,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\1X\02_03-2014_11_09-09_30-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\10X\02_03-2014_11_09-09_30-K1-10X.jpeg,Dormancy,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.03_2014,3,2.03,2014,2014-11-10,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\1X\02_03-2014_11_10-09_30-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\10X\02_03-2014_11_10-09_30-K1-10X.jpeg,Dormancy,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.03_2014,3,2.03,2014,2014-11-11,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\1X\02_03-2014_11_11-09_30-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\10X\02_03-2014_11_11-09_30-K1-10X.jpeg,Dormancy,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.03_2014,3,2.03,2014,2014-11-12,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\1X\02_03-2014_11_12-09_30-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\10X\02_03-2014_11_12-09_30-K1-10X.jpeg,Dormancy,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.03_2014,3,2.03,2014,2014-11-13,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\1X\02_03-2014_11_13-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\10X\02_03-2014_11_13-10_00-K1-10X.jpeg,Dormancy,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.03_2014,3,2.03,2014,2014-11-14,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\1X\02_03-2014_11_14-10_05-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\10X\02_03-2014_11_14-10_05-K1-10X.jpeg,Dormancy,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.03_2014,3,2.03,2014,2014-11-15,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\1X\02_03-2014_11_15-10_05-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\10X\02_03-2014_11_15-10_05-K1-10X.jpeg,PS0,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.03_2014,3,2.03,2014,2014-11-16,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\1X\02_03-2014_11_16-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\10X\02_03-2014_11_16-10_00-K1-10X.jpeg,PS0,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.03_2014,3,2.03,2014,2014-11-17,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\1X\02_03-2014_11_17-09_59-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\10X\02_03-2014_11_17-10_00-K1-10X.jpeg,PS0,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.03_2014,3,2.03,2014,2014-11-18,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\1X\02_03-2014_11_18-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\10X\02_03-2014_11_18-10_00-K1-10X.jpeg,PS0,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.03_2014,3,2.03,2014,2014-11-19,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\1X\02_03-2014_11_19-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\10X\02_03-2014_11_19-10_00-K1-10X.jpeg,PS0,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.03_2014,3,2.03,2014,2014-11-20,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\1X\02_03-2014_11_20-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\10X\02_03-2014_11_20-10_00-K1-10X.jpeg,PS0,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.03_2014,3,2.03,2014,2014-11-21,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\1X\02_03-2014_11_21-10_01-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\10X\02_03-2014_11_21-10_01-K1-10X.jpeg,PS0,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.03_2014,3,2.03,2014,2014-11-22,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\1X\02_03-2014_11_22-10_01-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\10X\02_03-2014_11_22-10_01-K1-10X.jpeg,PS0,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.03_2014,3,2.03,2014,2014-11-23,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\1X\02_03-2014_11_23-10_02-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\10X\02_03-2014_11_23-10_02-K1-10X.jpeg,PS0,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.03_2014,3,2.03,2014,2014-11-24,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\1X\02_03-2014_11_24-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\10X\02_03-2014_11_24-10_00-K1-10X.jpeg,PS0,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.03_2014,3,2.03,2014,2014-11-25,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\1X\02_03-2014_11_25-10_31-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\10X\02_03-2014_11_25-10_31-K1-10X.jpeg,PS0,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.03_2014,3,2.03,2014,2014-11-26,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\1X\02_03-2014_11_26-10_31-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\10X\02_03-2014_11_26-10_31-K1-10X.jpeg,PS0,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.03_2014,3,2.03,2014,2014-11-27,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\1X\02_03-2014_11_27-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\10X\02_03-2014_11_27-10_00-K1-10X.jpeg,PS0,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.03_2014,3,2.03,2014,2014-11-28,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\1X\02_03-2014_11_28-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\10X\02_03-2014_11_28-10_00-K1-10X.jpeg,PS0,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.03_2014,3,2.03,2014,2014-11-29,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\1X\02_03-2014_11_29-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\10X\02_03-2014_11_29-10_00-K1-10X.jpeg,PS0,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.03_2014,3,2.03,2014,2014-11-30,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\1X\02_03-2014_11_30-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\10X\02_03-2014_11_30-10_00-K1-10X.jpeg,PS0,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.03_2014,3,2.03,2014,2014-12-01,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\1X\02_03-2014_12_01-09_30-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\10X\02_03-2014_12_01-09_30-K1-10X.jpeg,PS0,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.03_2014,3,2.03,2014,2014-12-03,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\1X\02_03-2014_12_03-10_45-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\10X\02_03-2014_12_03-10_45-K1-10X.jpeg,PS0,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.03_2014,3,2.03,2014,2014-12-04,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\1X\02_03-2014_12_04-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\10X\02_03-2014_12_04-10_00-K1-10X.jpeg,PS0,"[0.0, 0.75, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.03_2014,3,2.03,2014,2014-12-05,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\1X\02_03-2014_12_05-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\10X\02_03-2014_12_05-10_00-K1-10X.jpeg,PS0,"[0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.03_2014,3,2.03,2014,2014-12-06,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\1X\02_03-2014_12_06-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\10X\02_03-2014_12_06-10_00-K1-10X.jpeg,PS1,"[0.0, 0.25, 0.75, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.03_2014,3,2.03,2014,2014-12-07,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\1X\02_03-2014_12_07-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\10X\02_03-2014_12_07-10_00-K1-10X.jpeg,PS1,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.03_2014,3,2.03,2014,2014-12-08,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\1X\02_03-2014_12_08-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\10X\02_03-2014_12_08-10_00-K1-10X.jpeg,PS1,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.03_2014,3,2.03,2014,2014-12-09,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\1X\02_03-2014_12_09-10_35-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\10X\02_03-2014_12_09-10_35-K1-10X.jpeg,PS1,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.03_2014,3,2.03,2014,2014-12-10,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\1X\02_03-2014_12_10-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\10X\02_03-2014_12_10-10_00-K1-10X.jpeg,PS1,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.03_2014,3,2.03,2014,2014-12-11,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\1X\02_03-2014_12_11-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\10X\02_03-2014_12_11-10_00-K1-10X.jpeg,PS1,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.03_2014,3,2.03,2014,2014-12-12,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\1X\02_03-2014_12_12-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\10X\02_03-2014_12_12-10_00-K1-10X.jpeg,PS1,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.03_2014,3,2.03,2014,2014-12-13,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\1X\02_03-2014_12_13-11_21-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\10X\02_03-2014_12_13-11_21-K1-10X.jpeg,PS1,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.03_2014,3,2.03,2014,2014-12-14,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\1X\02_03-2014_12_14-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\10X\02_03-2014_12_14-10_00-K1-10X.jpeg,PS1,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
02.03_2014,3,2.03,2014,2014-12-15,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\1X\02_03-2014_12_15-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.03\2014\K1\10X\02_03-2014_12_15-10_00-K1-10X.jpeg,PS1,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
